Time	Raw Data				
1.443548387	29307.00		71.3712002155477-125.091582731812i	43.3515625	144.0199718
1.447580645	29304.00		122.833577324283-49.5327441828971i	43.47265625	132.4446317
1.451612903	29299.00		228.669620141508+131.9099806883i	43.59375	263.9887084
1.455645161	29295.00		135.731190443296-88.1053576369413i	43.71484375	161.8193749
1.459677419	29306.00		133.826117016356-60.2257985290686i	43.8359375	146.7534545
1.463709677	29310.00		101.631445971063+25.1105212332347i	43.95703125	104.6875785
1.467741935	29320.00		10.4247511781522-52.7280336979281i	44.078125	53.74868347
1.471774194	29325.00		120.134693766042+16.6386569347296i	44.19921875	121.2814477
1.475806452	29327.00		-9.5166378678768-63.6242740730079i	44.3203125	64.33206547
1.47983871	29318.00		-11.9171116601243-7.810083269134i	44.44140625	14.24833152
1.483870968	29315.00		84.7693213727543-136.5402274508i	44.5625	160.7142544
1.487903226	29306.00		-4.55205326896617-107.378963003222i	44.68359375	107.475406
1.491935484	29292.00		128.957831590209+82.3531762852793i	44.8046875	153.0103525
1.495967742	29299.00		-151.186670660758+69.8668164392137i	44.92578125	166.5496365
1.5	29309.00		-6.07780996651627-33.5174683597787i	45.046875	34.06406404
1.504032258	29311.00		144.17934259187-124.555973200225i	45.16796875	190.5305049
1.508064516	29314.00		3.97893235400136+81.3079769618679i	45.2890625	81.40527637
1.512096774	29320.00		32.5730863458405+146.984949036046i	45.41015625	150.5509256
1.516129032	29318.00		85.7943997619127-86.3692614257857i	45.53125	121.7387709
1.52016129	29314.00		33.5986616182449-195.311262637745i	45.65234375	198.1801185
1.524193548	29305.00		-15.027482686159-145.806323774756i	45.7734375	146.5786795
1.528225806	29291.00		-77.5408504611333+108.782621118249i	45.89453125	133.589828
1.532258065	29275.00		73.136129577+12.9352439944043i	46.015625	74.2712191
1.536290323	29275.00		-17.2058507921192+17.6695055772308i	46.13671875	24.66278023
1.540322581	29274.00		41.4690804258103-221.749419391842i	46.2578125	225.5936383
1.544354839	29282.00		150.185629370829+9.18705571546127i	46.37890625	150.4663592
1.548387097	29289.00		38.5994590428616-189.513239329346i	46.5	193.404204
1.552419355	29285.00		96.74793024197-12.1189761710421i	46.62109375	97.50400807
1.556451613	29284.00		80.9196422417508+24.6975666377505i	46.7421875	84.60471794
1.560483871	29289.00		40.0804946489305-117.963327148644i	46.86328125	124.5864864
1.564516129	29290.00		11.9335637480613-18.1847745130532i	46.984375	21.75076936
1.568548387	29290.00		321.128431046861-126.98533304416i	47.10546875	345.3241145
1.572580645	29306.00		65.5003855545102-145.127780638792i	47.2265625	159.2242859
1.576612903	29293.00		147.889455885026-19.0419645708402i	47.34765625	149.1103202
1.580645161	29312.00		22.3250781499868-36.0004754343506i	47.46875	42.36087046
1.584677419	29324.00		159.282276120544-43.0598897660353i	47.58984375	164.9999927
1.588709677	29322.00		-11.3765900570096-73.4449407698174i	47.7109375	74.32083238
1.592741935	29315.00		184.871255809665+27.9116663714539i	47.83203125	186.9664204
1.596774194	29305.00		-111.698579613781-187.11197228497i	47.953125	217.9161831
1.600806452	29279.00		-6.92048906618274-284.291766783514i	48.07421875	284.3759867
1.60483871	29248.00		49.2572566678554+69.0282319346044i	48.1953125	84.80079091
1.608870968	29223.00		51.5645872520503+82.352914389113i	48.31640625	97.16434103
1.612903226	29216.00		23.7190125572945-43.3807370102267i	48.4375	49.44168181
1.616935484	29225.00		-171.836922480064+101.484301614418i	48.55859375	199.5670098
1.620967742	29228.00		-73.8233025795753-41.5580084376147i	48.6796875	84.71687004
1.625	29254.00		-102.59856559179+135.093591706426i	48.80078125	169.6370955
1.629032258	29261.00		82.2826461838349+47.6049836982427i	48.921875	95.06139246
1.633064516	29271.00		79.1018638804688-120.606460764668i	49.04296875	144.2325319
1.637096774	29275.00		-43.1973364326171-110.642099131194i	49.1640625	118.7757718
1.641129032	29268.00		31.9625343488869+143.940794351241i	49.28515625	147.44679
1.64516129	29252.00		93.5498476704729-96.5223295846101i	49.40625	134.4177596
1.649193548	29238.00		133.15978012587-137.10798789963i	49.52734375	191.1285625
1.653225806	29238.00		-89.9330001489864-155.562685637402i	49.6484375	179.6877672
1.657258065	29233.00		157.205066236502+10.9282996558828i	49.76953125	157.5844554
1.661290323	29246.00		118.616419220111+132.781194324071i	49.890625	178.0469053
1.665322581	29264.00		-136.552883210291-99.2128036359045i	50.01171875	168.789426
1.669354839	29275.00		57.8527356300001-198.91915514114i	50.1328125	207.1612157
1.673387097	29292.00		38.0654092256506-40.1158848254177i	50.25390625	55.30153339
1.677419355	29294.00		44.6824871797091-44.2093516427925i	50.375	62.85691237
1.681451613	29291.00		-20.0187833760731-18.9198186441925i	50.49609375	27.5447132
1.685483871	29272.00		-39.1647508967598-103.47896537634i	50.6171875	110.6425505
1.689516129	29255.00		97.9536215233866-45.828774911373i	50.73828125	108.1442952
1.693548387	29244.00		177.847560468481+7.74552576719583i	50.859375	178.0161451
1.697580645	29229.00		-217.451669559229-118.747979628377i	50.98046875	247.7626107
1.701612903	29227.00		224.477823586627-14.7363425225282i	51.1015625	224.9610034
1.705645161	29225.00		-3.96273808192865-92.0527890633575i	51.22265625	92.13804463
1.709677419	29229.00		41.1209013056948-121.758589007452i	51.34375	128.5149117
1.713709677	29230.00		-205.922663554759+45.6944740983574i	51.46484375	210.9315726
1.717741935	29244.00		-40.1716899341135-36.4954603357673i	51.5859375	54.27414944
1.721774194	29242.00		243.805752375862-9.00796980366215i	51.70703125	243.9721058
1.725806452	29257.00		42.4831873863739+13.6757329588961i	51.828125	44.63011184
1.72983871	29278.00		82.2881418734344+23.3365433884413i	51.94921875	85.53322483
1.733870968	29291.00		52.7265665885005-78.6816403795716i	52.0703125	94.71478954
1.737903226	29299.00		23.2842994433649+221.657413331431i	52.19140625	222.8770232
1.741935484	29319.00		-19.5526744184972+93.255328848721i	52.3125	95.28307004
1.745967742	29323.00		-7.99143801355871+34.5937111332219i	52.43359375	35.50475928
1.75	29322.00		-54.0081957990097-167.542599486722i	52.5546875	176.0324057
1.754032258	29331.00		-42.5167382226831+12.2965106119763i	52.67578125	44.25920472
1.758064516	29333.00		52.161986519787+97.1093960914945i	52.796875	110.2320627
1.762096774	29339.00		-142.011537394343+68.9824016298884i	52.91796875	157.8792212
1.766129032	29328.00		-126.798786996435+51.2448538798981i	53.0390625	136.7624489
1.77016129	29328.00		-157.737990199768+23.731164238106i	53.16015625	159.5131396
1.774193548	29319.00		220.781340221261+59.8627285538061i	53.28125	228.753025
1.778225806	29304.00		124.025382285663-60.5656549652661i	53.40234375	138.023527
1.782258065	29291.00		147.755692525541+23.0773504109368i	53.5234375	149.5470119
1.786290323	29273.00		5.18015308025564-47.7888555011311i	53.64453125	48.06879129
1.790322581	29247.00		153.399444061728+37.5585061160317i	53.765625	157.930462
1.794354839	29244.00		-16.6871827712819-71.6938820526988i	53.88671875	73.61028999
1.798387097	29254.00		44.6217887957107+119.434006537016i	54.0078125	127.4973959
1.802419355	29258.00		128.347049485585-176.28733869858i	54.12890625	218.0600626
1.806451613	29267.00		35.8401037754256+36.3359770317762i	54.25	51.03740065
1.810483871	29277.00		45.4785972030452+222.02142435387i	54.37109375	226.6314534
1.814516129	29274.00		148.014907188658-28.6326417024194i	54.4921875	150.7588834
1.818548387	29280.00		-23.7885589635389+65.0854827044285i	54.61328125	69.29657709
1.822580645	29265.00		-29.3399436133221+18.2729643063155i	54.734375	34.56491741
1.826612903	29254.00		31.8176483978738+54.3462495425536i	54.85546875	62.97521408
1.830645161	29244.00		7.51683950056758E-004+92.2375759909266i	54.9765625	92.23757599
1.834677419	29235.00		49.2129266645187-34.177739321831i	55.09765625	59.9168592
1.838709677	29239.00		24.951213961859+89.7967095930543i	55.21875	93.19877752
1.842741935	29224.00		44.9143714515993+1.23827367120759i	55.33984375	44.9314376
1.846774194	29230.00		24.59622235558+46.049657095034i	55.4609375	52.20675313
1.850806452	29232.00		19.1093039914128+57.575043543645i	55.58203125	60.66342504
1.85483871	29240.00		-31.7748798173717-89.3458216847144i	55.703125	94.8278379
1.858870968	29242.00		8.28469780003343-91.6148636186906i	55.82421875	91.98869199
1.862903226	29220.00		109.503220016494-141.834421738278i	55.9453125	179.186937
1.866935484	29211.00		-142.504597765758+119.749768339811i	56.06640625	186.1385704
1.870967742	29204.00		8.01714072637765+53.1605618156063i	56.1875	53.76169527
1.875	29192.00		213.75938943931-179.663246778776i	56.30859375	279.2345946
1.879032258	29184.00		152.411275261326-21.8379019505751i	56.4296875	153.9678239
1.883064516	29177.00		-2.49446416856711+141.022286034983i	56.55078125	141.0443459
1.887096774	29169.00		16.9511631418281-98.4819091254872i	56.671875	99.93011737
1.891129032	29152.00		-12.2634287327065+50.2980663864877i	56.79296875	51.7714899
1.89516129	29147.00		9.4420949452998+89.9818301236471i	56.9140625	90.47586921
1.899193548	29136.00		-46.742093372458+112.658904927364i	57.03515625	121.970702
1.903225806	29134.00		-32.1728304909045-11.5719561915284i	57.15625	34.19065942
1.907258065	29134.00		-122.089465550217-15.0298370929404i	57.27734375	123.0111117
1.911290323	29132.00		-28.6631094532022-211.814872609975i	57.3984375	213.7454423
1.915322581	29144.00		145.416151461076+102.077876993034i	57.51953125	177.6675268
1.919354839	29149.00		9.20920946927475-36.4563351021354i	57.640625	37.60151471
1.923387097	29155.00		102.158759037751+103.016365373806i	57.76171875	145.0819892
1.927419355	29146.00		78.9785931617967+172.21077285419i	57.8828125	189.4575638
1.931451613	29157.00		-5.08240808475671-68.4725119608904i	58.00390625	68.66087508
1.935483871	29157.00		85.5929034298267-81.8130235984916i	58.125	118.4040369
1.939516129	29156.00		56.1604581261436-35.0324598018161i	58.24609375	66.19116479
1.943548387	29158.00		-195.77010385441+41.5757575873261i	58.3671875	200.1361466
1.947580645	29159.00		3.0325270462796-10.6595268766887i	58.48828125	11.08249672
1.951612903	29174.00		22.3069185638949-51.0785974412996i	58.609375	55.73707682
1.955645161	29199.00		-2.86946556771125+22.1173473953383i	58.73046875	22.30271034
1.959677419	29212.00		113.587685698098-101.85900382907i	58.8515625	152.5693908
1.963709677	29225.00		-23.2360201562612+158.480796529345i	58.97265625	160.1751401
1.967741935	29228.00		113.516573409144-32.8309089646238i	59.09375	118.1688666
1.971774194	29236.00		58.0722480003267-82.9180228282819i	59.21484375	101.2313415
1.975806452	29238.00		46.1301438923883+28.7207600673321i	59.3359375	54.34033708
1.97983871	29249.00		-83.9731067153489+66.6489898954549i	59.45703125	107.2080711
1.983870968	29247.00		90.309576332784-30.5507507276347i	59.578125	95.33712785
1.987903226	29250.00		36.2108823528574+78.7136830139572i	59.69921875	86.64336036
1.991935484	29254.00		-43.529770320265+74.8367343651513i	59.8203125	86.57584949
1.995967742	29285.00		89.9617519860035-163.368563922641i	59.94140625	186.5004142
2	29288.00		185.738022384602-62.6972120020919i	60.0625	196.0345718
2.004032258	29289.00		-22.7587976753132+69.8488403910242i	60.18359375	73.46307491
2.008064516	29294.00		-7.66376426576608+79.175456914676i	60.3046875	79.54549805
2.012096774	29295.00		99.2295657210288+96.6523566408691i	60.42578125	138.5214235
2.016129032	29304.00		30.8073689590237+83.0888664990598i	60.546875	88.61632873
2.02016129	29306.00		173.980034324427-25.8497560834334i	60.66796875	175.8899151
2.024193548	29313.00		19.5434988549296+92.1652309849374i	60.7890625	94.21453258
2.028225806	29304.00		-15.0317224507766-178.599849421154i	60.91015625	179.2313
2.032258065	29295.00		62.0605852181127+50.6058631241087i	61.03125	80.0778972
2.036290323	29300.00		36.3659200820946-67.3190029480146i	61.15234375	76.51358246
2.040322581	29289.00		98.5302572464089-14.365993171298i	61.2734375	99.57205106
2.044354839	29282.00		-28.8165555357416-61.8846735334145i	61.39453125	68.26497412
2.048387097	29279.00		20.5319029095083+38.1707299524528i	61.515625	43.34240028
2.052419355	29276.00		45.7440036159371+15.2741601027548i	61.63671875	48.22669213
2.056451613	29298.00		-71.2417961490889+67.8198375537841i	61.7578125	98.36119095
2.060483871	29315.00		-35.2008811481992+202.686722492301i	61.87890625	205.7207075
2.064516129	29340.00		-10	62	10
2.068548387	29351.00		-35.2008811481837-202.686722492268i	62.12109375	205.7207075
2.072580645	29364.00		-71.2417961490873-67.8198375537777i	62.2421875	98.36119095
2.076612903	29378.00		45.7440036159346-15.2741601027528i	62.36328125	48.22669213
2.080645161	29377.00		20.5319029095099-38.1707299524451i	62.484375	43.34240028
2.084677419	29370.00		-28.8165555357398+61.8846735334092i	62.60546875	68.26497412
2.088709677	29359.00		98.5302572464116+14.3659931713005i	62.7265625	99.57205106
2.092741935	29355.00		36.3659200820962+67.3190029480111i	62.84765625	76.51358246
2.096774194	29353.00		62.060585218115-50.6058631241042i	62.96875	80.0778972
2.100806452	29360.00		-15.0317224507779+178.599849421151i	63.08984375	179.2313
2.10483871	29351.00		19.5434988549268-92.1652309849242i	63.2109375	94.21453258
2.108870968	29351.00		173.980034324429+25.8497560834362i	63.33203125	175.8899151
2.112903226	29353.00		30.8073689590092-83.0888664990557i	63.453125	88.61632873
2.116935484	29348.00		99.2295657210416-96.6523566408723i	63.57421875	138.5214235
2.120967742	29349.00		-7.66376426575152-79.1754569146342i	63.6953125	79.54549805
2.125	29343.00		-22.7587976753209-69.8488403910324i	63.81640625	73.46307491
2.129032258	29342.00		185.738022384591+62.6972120020846i	63.9375	196.0345718
2.133064516	29333.00		89.9617519859999+163.368563922647i	64.05859375	186.5004142
2.137096774	29321.00		-43.5297703202627-74.8367343651565i	64.1796875	86.57584949
2.141129032	29317.00		36.2108823528611-78.7136830139632i	64.30078125	86.64336036
2.14516129	29320.00		90.3095763327858+30.5507507276359i	64.421875	95.33712785
2.149193548	29308.00		-83.97310671535-66.6489898954515i	64.54296875	107.2080711
2.153225806	29312.00		46.1301438923881-28.7207600673366i	64.6640625	54.34033708
2.157258065	29306.00		58.0722480003278+82.9180228282858i	64.78515625	101.2313415
2.161290323	29312.00		113.516573409145+32.8309089646221i	64.90625	118.1688666
2.165322581	29312.00		-23.2360201562599-158.480796529347i	65.02734375	160.1751401
2.169354839	29298.00		113.5876856981+101.859003829071i	65.1484375	152.5693908
2.173387097	29297.00		-2.86946556771073-22.117347395337i	65.26953125	22.30271034
2.177419355	29302.00		22.306918563896+51.0785974412977i	65.390625	55.73707682
2.181451613	29298.00		3.03252704628215+10.6595268766916i	65.51171875	11.08249672
2.185483871	29284.00		-195.770103854407-41.5757575873204i	65.6328125	200.1361466
2.189516129	29271.00		56.1604581261437+35.0324598018185i	65.75390625	66.19116479
2.193548387	29267.00		85.5929034298315+81.8130235984906i	65.875	118.4040369
2.197580645	29255.00		-5.08240808475557+68.472511960895i	65.99609375	68.66087508
2.201612903	29241.00		78.9785931617948-172.21077285419i	66.1171875	189.4575638
2.205645161	29223.00		102.158759037753-103.016365373806i	66.23828125	145.0819892
2.209677419	29202.00		9.20920946927572+36.4563351021371i	66.359375	37.60151471
2.213709677	29173.00		145.416151461076-102.077876993037i	66.48046875	177.6675268
2.217741935	29163.00		-28.6631094531992+211.814872609976i	66.6015625	213.7454423
2.221774194	29158.00		-122.089465550219+15.0298370929388i	66.72265625	123.0111117
2.225806452	29162.00		-32.1728304909016+11.5719561915353i	66.84375	34.19065942
2.22983871	29175.00		-46.7420933724598-112.658904927364i	66.96484375	121.970702
2.233870968	29185.00		9.44209494529804-89.9818301236489i	67.0859375	90.47586921
2.237903226	29193.00		-12.2634287327071-50.2980663864892i	67.20703125	51.7714899
2.241935484	29196.00		16.9511631418289+98.4819091254872i	67.328125	99.93011737
2.245967742	29170.00		-2.49446416856767-141.022286034982i	67.44921875	141.0443459
2.25	29168.00		152.411275261326+21.8379019505714i	67.5703125	153.9678239
2.254032258	29143.00		213.759389439313+179.663246778775i	67.69140625	279.2345946
2.258064516	29148.00		8.01714072638231-53.1605618156063i	67.8125	53.76169527
2.262096774	29156.00		-142.504597765759-119.74976833981i	67.93359375	186.1385704
2.266129032	29153.00		109.503220016493+141.834421738279i	68.0546875	179.186937
2.27016129	29166.00		8.28469780003155+91.6148636186867i	68.17578125	91.98869199
2.274193548	29182.00		-31.7748798173695+89.3458216847152i	68.296875	94.8278379
2.278225806	29199.00		19.1093039914114-57.5750435436439i	68.41796875	60.66342504
2.282258065	29200.00		24.5962223555775-46.0496570950301i	68.5390625	52.20675313
2.286290323	29209.00		44.9143714515997-1.23827367120589i	68.66015625	44.9314376
2.290322581	29218.00		24.9512139618572-89.7967095930545i	68.78125	93.19877752
2.294354839	29213.00		49.2129266645186+34.1777393218298i	68.90234375	59.9168592
2.298387097	29205.00		7.51683949317794E-004-92.2375759909252i	69.0234375	92.23757599
2.302419355	29199.00		31.8176483978725-54.3462495425549i	69.14453125	62.97521408
2.306451613	29189.00		-29.339943613323-18.2729643063146i	69.265625	34.56491741
2.310483871	29197.00		-23.7885589635406-65.0854827044286i	69.38671875	69.29657709
2.314516129	29204.00		148.014907188659+28.6326417024183i	69.5078125	150.7588834
2.318548387	29211.00		45.4785972030406-222.02142435387i	69.62890625	226.6314534
2.322580645	29220.00		35.8401037754264-36.3359770317764i	69.75	51.03740065
2.326612903	29237.00		128.347049485589+176.28733869858i	69.87109375	218.0600626
2.330645161	29249.00		44.6217887957117-119.434006537015i	69.9921875	127.4973959
2.334677419	29260.00		-16.6871827712803+71.6938820526968i	70.11328125	73.61028999
2.338709677	29271.00		153.399444061728-37.5585061160322i	70.234375	157.930462
2.342741935	29277.00		5.18015308025755+47.7888555011311i	70.35546875	48.06879129
2.346774194	29271.00		147.755692525541-23.0773504109373i	70.4765625	149.5470119
2.350806452	29270.00		124.025382285665+60.5656549652647i	70.59765625	138.023527
2.35483871	29279.00		220.781340221262-59.8627285538056i	70.71875	228.753025
2.358870968	29293.00		-157.73799019977-23.7311642381037i	70.83984375	159.5131396
2.362903226	29302.00		-126.798786996434-51.244853879895i	70.9609375	136.7624489
2.366935484	29311.00		-142.011537394343-68.9824016298867i	71.08203125	157.8792212
2.370967742	29320.00		52.1619865197864-97.1093960914931i	71.203125	110.2320627
2.375	29323.00		-42.5167382226792-12.2965106119782i	71.32421875	44.25920472
2.379032258	29328.00		-54.0081957990033+167.542599486727i	71.4453125	176.0324057
2.383064516	29336.00		-7.99143801356058-34.5937111332224i	71.56640625	35.50475928
2.387096774	29339.00		-19.5526744184976-93.2553288487209i	71.6875	95.28307004
2.391129032	29343.00		23.2842994433614-221.657413331428i	71.80859375	222.8770232
2.39516129	29341.00		52.726566588499+78.681640379572i	71.9296875	94.71478954
2.399193548	29338.00		82.2881418734331-23.3365433884449i	72.05078125	85.53322483
2.403225806	29343.00		42.4831873863764-13.6757329588962i	72.171875	44.63011184
2.407258065	29339.00		243.805752375863+9.00796980366044i	72.29296875	243.9721058
2.411290323	29317.00		-40.1716899341151+36.4954603357684i	72.4140625	54.27414944
2.415322581	29325.00		-205.922663554759-45.694474098354i	72.53515625	210.9315726
2.419354839	29322.00		41.1209013056929+121.758589007452i	72.65625	128.5149117
2.423387097	29329.00		-3.96273808192655+92.052789063356i	72.77734375	92.13804463
2.427419355	29311.00		224.477823586626+14.736342522526i	72.8984375	224.9610034
2.431451613	29303.00		-217.451669559229+118.747979628379i	73.01953125	247.7626107
2.435483871	29283.00		177.847560468482-7.74552576719731i	73.140625	178.0161451
2.439516129	29256.00		97.9536215233854+45.8287749113712i	73.26171875	108.1442952
2.443548387	29240.00		-39.1647508967596+103.478965376342i	73.3828125	110.6425505
2.447580645	29225.00		-20.0187833760759+18.9198186441914i	73.50390625	27.5447132
2.451612903	29209.00		44.682487179709+44.209351642792i	73.625	62.85691237
2.455645161	29206.00		38.0654092256505+40.1158848254171i	73.74609375	55.30153339
2.459677419	29198.00		57.8527356300008+198.919155141142i	73.8671875	207.1612157
2.463709677	29203.00		-136.552883210291+99.2128036359067i	73.98828125	168.789426
2.467741935	29205.00		118.616419220111-132.781194324072i	74.109375	178.0469053
2.471774194	29211.00		157.205066236503-10.928299655884i	74.23046875	157.5844554
2.475806452	29226.00		-89.9330001489849+155.562685637402i	74.3515625	179.6877672
2.47983871	29227.00		133.159780125869+137.10798789963i	74.47265625	191.1285625
2.483870968	29223.00		93.5498476704748+96.5223295846127i	74.59375	134.4177596
2.487903226	29220.00		31.9625343488862-143.940794351241i	74.71484375	147.44679
2.491935484	29203.00		-43.1973364326156+110.642099131196i	74.8359375	118.7757718
2.495967742	29207.00		79.1018638804687+120.606460764669i	74.95703125	144.2325319
2.5	29208.00		82.2826461838331-47.6049836982443i	75.078125	95.06139246
2.504032258	29209.00		-102.598565591789-135.093591706425i	75.19921875	169.6370955
2.508064516	29198.00		-73.8233025795731+41.5580084376161i	75.3203125	84.71687004
2.512096774	29188.00		-171.836922480068-101.484301614416i	75.44140625	199.5670098
2.516129032	29171.00		23.7190125572961+43.3807370102282i	75.5625	49.44168181
2.52016129	29159.00		51.5645872520508-82.3529143891139i	75.68359375	97.16434103
2.524193548	29148.00		49.2572566678476-69.0282319346053i	75.8046875	84.80079091
2.528225806	29127.00		-6.92048906618228+284.291766783511i	75.92578125	284.3759867
2.532258065	29125.00		-111.69857961378+187.111972284974i	76.046875	217.9161831
2.536290323	29120.00		184.871255809664-27.9116663714546i	76.16796875	186.9664204
2.540322581	29118.00		-11.3765900570127+73.4449407698203i	76.2890625	74.32083238
2.544354839	29116.00		159.282276120546+43.0598897660341i	76.41015625	164.9999927
2.548387097	29101.00		22.3250781499856+36.0004754343506i	76.53125	42.36087046
2.552419355	29104.00		147.889455885027+19.0419645708376i	76.65234375	149.1103202
2.556451613	29101.00		65.5003855545116+145.127780638792i	76.7734375	159.2242859
2.560483871	29109.00		321.128431046862+126.985333044157i	76.89453125	345.3241145
2.564516129	29117.00		11.9335637480604+18.1847745130535i	77.015625	21.75076936
2.568548387	29115.00		40.080494648931+117.963327148644i	77.13671875	124.5864864
2.572580645	29139.00		80.919642241749-24.6975666377504i	77.2578125	84.60471794
2.576612903	29153.00		96.7479302419645+12.1189761710417i	77.37890625	97.50400807
2.580645161	29173.00		38.599459042862+189.513239329346i	77.5	193.404204
2.584677419	29178.00		150.185629370835-9.18705571545749i	77.62109375	150.4663592
2.588709677	29182.00		41.4690804258127+221.749419391843i	77.7421875	225.5936383
2.592741935	29174.00		-17.2058507921188-17.6695055772299i	77.86328125	24.66278023
2.596774194	29168.00		73.1361295770006-12.9352439944039i	77.984375	74.2712191
2.600806452	29178.00		-77.5408504611337-108.782621118249i	78.10546875	133.589828
2.60483871	29194.00		-15.027482686158+145.806323774757i	78.2265625	146.5786795
2.608870968	29206.00		33.5986616182479+195.311262637745i	78.34765625	198.1801185
2.612903226	29227.00		85.7943997619143+86.3692614257866i	78.46875	121.7387709
2.616935484	29230.00		32.5730863458385-146.984949036047i	78.58984375	150.5509256
2.620967742	29243.00		3.97893235400105-81.3079769618649i	78.7109375	81.40527637
2.625	29242.00		144.179342591871+124.555973200225i	78.83203125	190.5305049
2.629032258	29239.00		-6.07780996651925+33.5174683597802i	78.953125	34.06406404
2.633064516	29257.00		-151.186670660755-69.8668164392144i	79.07421875	166.5496365
2.637096774	29265.00		128.957831590212-82.3531762852732i	79.1953125	153.0103525
2.641129032	29277.00		-4.55205326896723+107.378963003221i	79.31640625	107.475406
2.64516129	29282.00		84.7693213727528+136.540227450799i	79.4375	160.7142544
2.649193548	29290.00		-11.9171116601238+7.8100832691368i	79.55859375	14.24833152
2.653225806	29315.00		-9.51663786787842+63.6242740730066i	79.6796875	64.33206547
2.657258065	29323.00		120.134693766041-16.6386569347324i	79.80078125	121.2814477
2.661290323	29325.00		10.4247511781535+52.7280336979292i	79.921875	53.74868347
2.665322581	29313.00		101.631445971062-25.1105212332348i	80.04296875	104.6875785
2.669354839	29308.00		133.826117016355+60.2257985290681i	80.1640625	146.7534545
2.673387097	29301.00		135.731190443296+88.1053576369412i	80.28515625	161.8193749
2.677419355	29300.00		228.669620141506-131.909980688301i	80.40625	263.9887084
2.681451613	29300.00		122.833577324283+49.5327441828966i	80.52734375	132.4446317
2.685483871	29303.00		71.371200215548+125.09158273181i	80.6484375	144.0199718
2.689516129	29311.00		66.7415980364769-72.1287466982196i	80.76953125	98.27002091
2.693548387	29332.00		-44.3148075853436+97.0367945817417i	80.890625	106.6768094
2.697580645	29342.00		-11.9886018741415+31.6667525664071i	81.01171875	33.86015052
2.701612903	29361.00		49.0478490306225+25.2367399415693i	81.1328125	55.15962779
2.705645161	29361.00		129.908809639888+150.243683323756i	81.25390625	198.6188893
2.709677419	29353.00		165.653642698826+145.358190243397i	81.375	220.3863263
2.713709677	29355.00		-22.9493850874795+11.9218476124489i	81.49609375	25.86125918
2.717741935	29350.00		-27.8958131519355-33.4071655602822i	81.6171875	43.52258152
2.721774194	29332.00		84.4282526459063-11.6334001113433i	81.73828125	85.2259693
2.725806452	29327.00		108.566366176547+10.947892123922i	81.859375	109.1169657
2.72983871	29325.00		61.1844840848358+269.566904767856i	81.98046875	276.4233298
2.733870968	29319.00		44.2877473659694-33.6198223358147i	82.1015625	55.60303068
2.737903226	29320.00		106.299485623156+46.2066118329152i	82.22265625	115.9078583
2.741935484	29298.00		-27.7133332748584+30.2359253556947i	82.34375	41.01511945
2.745967742	29301.00		-13.6672654353215+22.5253838199296i	82.46484375	26.34742987
2.75	29288.00		157.434707651122+41.2742221057164i	82.5859375	162.7551799
2.754032258	29299.00		84.5769541880126+67.6002289784916i	82.70703125	108.2730444
2.758064516	29288.00		27.7975531677067+114.172033972617i	82.828125	117.5072649
2.762096774	29279.00		60.460269083952-53.0277480138339i	82.94921875	80.42006091
2.766129032	29245.00		-57.2786724817465+46.8960811161678i	83.0703125	74.0276215
2.77016129	29224.00		-65.0023966557518+108.33782702109i	83.19140625	126.3423774
2.774193548	29197.00		37.2420193194634+76.7698129870395i	83.3125	85.32626904
2.778225806	29178.00		132.260060875439-38.8194995510967i	83.43359375	137.8393168
2.782258065	29155.00		199.337598115888+129.889665647573i	83.5546875	237.9218428
2.786290323	29143.00		119.453691225013+33.0067721090144i	83.67578125	123.9299453
2.790322581	29129.00		-63.5488463126467+203.668046525945i	83.796875	213.3521245
2.794354839	29112.00		155.565094903305+103.423703423717i	83.91796875	186.8072835
2.798387097	29107.00		125.728253824218-52.1772694679724i	84.0390625	136.1251676
2.802419355	29091.00		42.3790535058535+55.4803685874304i	84.16015625	69.814436
2.806451613	29085.00		100.977863545366-56.4465908918479i	84.28125	115.6838215
2.810483871	29085.00		128.077488379177+11.5739490206401i	84.40234375	128.5993753
2.814516129	29095.00		74.1111719063703+41.9729537998337i	84.5234375	85.17156011
2.818548387	29090.00		147.173573719229+145.289877830192i	84.64453125	206.8071793
2.822580645	29096.00		116.269671916693-34.507341211158i	84.765625	121.2822873
2.826612903	29092.00		43.2008516147797+157.542237198488i	84.88671875	163.3581038
2.830645161	29087.00		142.847018537753-88.195613779657i	85.0078125	167.8801269
2.834677419	29075.00		10.4193229032302+105.318714593696i	85.12890625	105.8328585
2.838709677	29073.00		20.4387161417158+43.4030873696223i	85.25	47.97467155
2.842741935	29082.00		-35.9385289790548-3.15320771549867i	85.37109375	36.0765933
2.846774194	29085.00		9.83921341665262+170.625968160145i	85.4921875	170.9094238
2.850806452	29095.00		97.6976231175501-42.4425501106201i	85.61328125	106.5185224
2.85483871	29116.00		-10.4364719890742-19.3887345775071i	85.734375	22.01915021
2.858870968	29123.00		14.815139500165+54.5383252400113i	85.85546875	56.51475275
2.862903226	29133.00		154.360122986058+30.6074767817666i	85.9765625	157.3653876
2.866935484	29149.00		-106.633128128582+225.515855399586i	86.09765625	249.455457
2.870967742	29168.00		79.5401095937314-122.150593486098i	86.21875	145.7648672
2.875	29178.00		-11.6119961732965+30.4587455973515i	86.33984375	32.59714157
2.879032258	29184.00		226.057491890291-53.0689282037395i	86.4609375	232.2031455
