49833,-15720,-17,
49831,-15719,-14,
49829,-15718,-10,
49827,-15718,-7,
49836,-15717,-4,
49848,-15715,0,
49840,-15714,3,
49839,-15713,5,
49850,-15711,8,
49864,-15709,11,
49859,-15707,13,
49889,-15703,16,
49904,-15696,21,
49881,-15693,24,
49905,-15689,28,
49903,-15686,31,
49891,-15683,35,
49864,-15683,39,
49871,-15682,43,
49874,-15680,47,
49859,-15680,52,
49867,-15680,54,
49839,-15681,54,
49849,-15681,52,
49830,-15683,50,
49824,-15685,46,
49828,-15686,41,
49836,-15687,35,
49817,-15689,28,
49821,-15691,21,
49824,-15692,14,
49816,-15694,7,
49820,-15697,-6,
49819,-15698,-11,
49813,-15700,-16,
49830,-15700,-20,
49813,-15702,-24,
49813,-15703,-26,
49825,-15703,-28,
49810,-15705,-29,
49823,-15707,-30,
49825,-15707,-30,
49840,-15707,-29,
49825,-15707,-28,
49819,-15708,-27,
49840,-15707,-25,
49851,-15706,-24,
49846,-15705,-21,
49835,-15704,-16,
49865,-15702,-13,
49857,-15700,-10,
49839,-15700,-7,
49848,-15700,-3,
49846,-15699,0,
49858,-15698,3,
49858,-15696,7,
49853,-15696,9,
49874,-15694,12,
49878,-15691,14,
49886,-15689,16,
49898,-15683,20,
49911,-15680,22,
49911,-15676,25,
49901,-15674,27,
49912,-15671,30,
49907,-15668,33,
49901,-15666,37,
49893,-15665,40,
49878,-15664,47,
49882,-15663,49,
49875,-15663,50,
49862,-15664,51,
49865,-15664,50,
49844,-15666,48,
49843,-15668,45,
49831,-15670,40,
49843,-15672,35,
49831,-15674,28,
49842,-15675,21,
49823,-15678,14,
49841,-15680,0,
49825,-15682,-7,
49834,-15683,-13,
49811,-15686,-18,
49830,-15687,-23,
49826,-15688,-26,
49834,-15689,-29,
49830,-15690,-32,
49817,-15693,-34,
49816,-15695,-34,
49821,-15696,-34,
49819,-15698,-34,
49838,-15698,-33,
49835,-15698,-33,
49820,-15699,-32,
49838,-15699,-31,
49833,-15699,-28,
49836,-15700,-27,
49847,-15699,-25,
49831,-15699,-23,
49844,-15699,-21,
49862,-15697,-19,
49842,-15697,-16,
49851,-15696,-13,
49860,-15695,-11,
49872,-15693,-8,
49860,-15692,-5,
49870,-15691,-2,
49870,-15688,4,
49867,-15687,7,
49895,-15684,11,
49895,-15681,14,
49910,-15678,17,
49895,-15676,20,
49905,-15673,23,
49887,-15672,26,
49882,-15669,32,
49880,-15669,35,
49881,-15668,37,
49877,-15667,39,
49859,-15668,40,
49847,-15669,40,
49846,-15671,39,
49834,-15673,38,
49845,-15674,35,
49825,-15676,31,
49840,-15677,26,
49814,-15680,20,
49815,-15684,7,
49816,-15687,1,
49806,-15689,-6,
49813,-15692,-13,
49795,-15695,-19,
49780,-15699,-25,
49802,-15701,-30,
49804,-15703,-35,
49798,-15707,-42,
49801,-15709,-45,
49806,-15710,-48,
49789,-15713,-49,
49798,-15714,-51,
49807,-15715,-51,
49815,-15716,-51,
49799,-15717,-50,
49802,-15719,-48,
49805,-15719,-46,
49820,-15719,-43,
49814,-15719,-40,
49831,-15719,-37,
49830,-15718,-34,
49829,-15717,-30,
49842,-15716,-27,
49825,-15716,-23,
49853,-15714,-19,
49836,-15713,-15,
49822,-15713,-11,
49858,-15709,-3,
49875,-15706,1,
49859,-15705,5,
49884,-15701,9,
49900,-15697,13,
49889,-15694,17,
49908,-15690,21,
49885,-15688,25,
49874,-15684,34,
49872,-15682,38,
49871,-15681,42,
49885,-15679,45,
49853,-15680,48,
49864,-15679,50,
49844,-15680,51,
49857,-15680,51,
49856,-15680,50,
49851,-15680,47,
49820,-15683,43,
49837,-15684,39,
49831,-15686,27,
49831,-15687,21,
49832,-15688,15,
49818,-15690,9,
49833,-15691,3,
49819,-15693,-2,
49830,-15694,-7,
49815,-15695,-11,
49826,-15697,-18,
49834,-15697,-20,
49834,-15697,-22,
49840,-15697,-23,
49833,-15698,-24,
49834,-15698,-24,
49848,-15697,-23,
49835,-15698,-22,
49831,-15697,-19,
49852,-15696,-17,
49841,-15696,-15,
49834,-15697,-12,
49847,-15696,-10,
49843,-15696,-7,
49862,-15695,-5,
49850,-15694,-3,
49861,-15693,-1,
49867,-15692,1,
49857,-15691,3,
49876,-15689,4,
49877,-15686,8,
49887,-15684,10,
49888,-15682,12,
49899,-15679,14,
49913,-15676,17,
49914,-15672,20,
49910,-15669,23,
49922,-15666,26,
49921,-15660,34,
49912,-15658,38,
49912,-15656,42,
49903,-15654,45,
49898,-15653,49,
49890,-15653,51,
49906,-15651,54,
49875,-15652,54,
49882,-15652,54,
49870,-15653,53,
49873,-15654,51,
49867,-15655,47,
49855,-15660,37,
49838,-15662,31,
49851,-15663,24,
49830,-15666,17,
49842,-15668,10,
49829,-15670,2,
49845,-15672,-5,
49840,-15673,-11,
49851,-15675,-23,
49831,-15677,-27,
49829,-15679,-31,
49845,-15680,-34,
49844,-15680,-35,
49846,-15681,-36,
49833,-15682,-37,
49837,-15684,-36,
49837,-15685,-35,
49853,-15684,-34,
49836,-15685,-32,
49853,-15685,-30,
49848,-15685,-27,
49856,-15685,-25,
49858,-15685,-23,
49848,-15685,-20,
49854,-15685,-18,
49853,-15685,-16,
49875,-15683,-14,
49844,-15684,-11,
49876,-15681,-6,
49885,-15679,-4,
49893,-15677,-1,
49894,-15675,1,
49917,-15671,4,
49909,-15669,7,
49907,-15666,11,
49907,-15664,14,
49911,-15659,22,
49900,-15658,26,
49878,-15658,31,
49870,-15658,34,
49866,-15659,37,
49866,-15660,40,
49872,-15660,41,
49861,-15661,40,
49857,-15662,39,
49833,-15665,36,
49845,-15666,32,
49842,-15668,27,
49858,-15671,14,
49845,-15672,7,
49848,-15673,0,
49832,-15675,-6,
49835,-15677,-12,
49842,-15678,-17,
49851,-15678,-21,
49837,-15680,-24,
49851,-15681,-28,
49837,-15682,-29,
49845,-15683,-29,
49835,-15684,-29,
49847,-15684,-28,
49833,-15686,-27,
49856,-15685,-26,
49834,-15686,-25,
49855,-15686,-24,
49851,-15686,-22,
49858,-15686,-21,
49858,-15685,-19,
49845,-15685,-16,
49860,-15684,-14,
49878,-15683,-12,
49872,-15682,-10,
49867,-15681,-7,
49869,-15680,-5,
49873,-15679,-2,
49880,-15678,1,
49870,-15675,6,
49900,-15673,9,
49898,-15671,12,
49920,-15667,14,
49917,-15664,17,
49908,-15662,20,
49895,-15661,23,
49911,-15658,26,
49894,-15657,32,
49885,-15656,34,
49856,-15658,36,
49869,-15658,37,
49880,-15658,38,
49856,-15660,38,
49859,-15661,36,
49848,-15662,33,
49849,-15664,30,
49860,-15665,25,
49852,-15666,20,
49852,-15667,14,
49845,-15670,2,
49834,-15672,-3,
49832,-15674,-9,
49832,-15676,-13,
49847,-15677,-17,
49836,-15678,-21,
49843,-15679,-23,
49841,-15680,-26,
49842,-15683,-28,
49831,-15684,-29,
49841,-15685,-30,
49836,-15686,-30,
49840,-15686,-30,
49840,-15687,-30,
49822,-15689,-29,
49829,-15690,-28,
49861,-15689,-27,
49849,-15689,-26,
49848,-15689,-25,
49859,-15688,-23,
49862,-15687,-20,
49872,-15686,-18,
49864,-15685,-15,
49879,-15683,-13,
49868,-15682,-10,
49874,-15681,-7,
49874,-15680,-3,
49887,-15678,1,
49916,-15672,8,
49915,-15669,12,
49915,-15666,16,
49913,-15664,20,
49911,-15661,24,
49897,-15660,27,
49865,-15661,31,
49897,-15659,34,
49875,-15660,39,
49864,-15660,40,
49851,-15662,41,
49855,-15663,40,
49858,-15664,38,
49834,-15667,34,
49826,-15669,30,
49822,-15672,24,
49827,-15674,18,
49817,-15677,11,
49801,-15681,3,
49818,-15683,-5,
49810,-15688,-19,
49810,-15690,-26,
49806,-15693,-32,
49805,-15695,-38,
49800,-15698,-42,
49799,-15700,-46,
49795,-15703,-49,
49789,-15706,-51,
49802,-15710,-54,
49803,-15711,-55,
49798,-15713,-55,
49812,-15714,-55,
49797,-15715,-54,
49794,-15717,-53,
49813,-15717,-51,
49825,-15717,-50,
49801,-15718,-48,
49794,-15720,-45,
49822,-15719,-43,
49807,-15720,-40,
49810,-15721,-34,
49814,-15721,-30,
49823,-15720,-27,
49834,-15719,-24,
49827,-15718,-21,
49846,-15717,-18,
49843,-15715,-15,
49862,-15713,-11,
49847,-15710,-4,
49869,-15707,-1,
49859,-15706,3,
49846,-15705,7,
49832,-15705,11,
49828,-15705,15,
49826,-15705,19,
49813,-15706,22,
49810,-15708,23,
49806,-15709,24,
49791,-15711,24,
49798,-15713,23,
49782,-15718,16,
49772,-15720,11,
49780,-15723,6,
49772,-15725,-1,
49775,-15728,-7,
49782,-15729,-14,
49773,-15731,-20,
49769,-15734,-26,
49767,-15737,-36,
49768,-15739,-39,
49771,-15741,-42,
49783,-15742,-44,
49771,-15743,-45,
49763,-15745,-46,
49771,-15746,-45,
49779,-15747,-45,
49749,-15750,-42,
49787,-15750,-41,
49769,-15751,-39,
49782,-15751,-37,
49769,-15752,-35,
49770,-15753,-33,
49764,-15754,-31,
49789,-15754,-29,
49788,-15754,-27,
49805,-15752,-25,
49798,-15751,-23,
49788,-15751,-20,
49797,-15750,-16,
49809,-15748,-13,
49799,-15748,-10,
49836,-15745,-7,
49834,-15742,-3,
49837,-15739,1,
49828,-15737,4,
49837,-15735,9,
49828,-15732,17,
49827,-15731,21,
49815,-15730,25,
49813,-15730,28,
49783,-15731,31,
49795,-15732,33,
49785,-15733,34,
49774,-15735,33,
49769,-15737,32,
49759,-15739,29,
49756,-15742,25,
49764,-15744,20,
49762,-15748,8,
49739,-15751,1,
49763,-15753,-7,
49736,-15756,-14,
49742,-15758,-20,
49732,-15761,-27,
49731,-15764,-32,
49751,-15765,-37,
49742,-15768,-44,
49733,-15770,-46,
49750,-15771,-47,
49738,-15773,-48,
49739,-15775,-48,
49743,-15776,-48,
49738,-15777,-47,
49730,-15779,-46,
49737,-15780,-43,
49743,-15781,-41,
49741,-15782,-39,
49731,-15783,-37,
49736,-15784,-35,
49757,-15784,-33,
49758,-15784,-30,
49756,-15783,-28,
49748,-15784,-26,
49757,-15784,-24,
49774,-15782,-22,
49755,-15782,-20,
49775,-15780,-15,
49785,-15778,-12,
49792,-15776,-9,
49803,-15773,-5,
49799,-15771,-2,
49803,-15769,2,
49817,-15766,7,
49809,-15763,11,
49791,-15760,20,
49795,-15759,24,
49781,-15759,28,
49790,-15758,32,
49749,-15760,35,
49752,-15761,37,
49747,-15763,37,
49735,-15766,36,
49721,-15769,34,
49714,-15772,30,
49720,-15775,25,
49715,-15778,19,
49711,-15782,3,
49718,-15785,-5,
49701,-15788,-14,
49713,-15790,-22,
49705,-15793,-29,
49703,-15795,-36,
49716,-15797,-41,
49705,-15799,-46,
49703,-15802,-51,
49689,-15805,-53,
49714,-15806,-53,
49702,-15808,-53,
49696,-15810,-52,
49701,-15812,-51,
49707,-15813,-50,
49722,-15813,-48,
49717,-15814,-45,
49705,-15815,-43,
49716,-15816,-41,
49702,-15817,-39,
49726,-15817,-36,
49723,-15816,-34,
49719,-15816,-31,
49721,-15816,-28,
49723,-15816,-25,
49730,-15816,-22,
49725,-15815,-20,
49730,-15815,-17,
49757,-15812,-11,
49751,-15810,-8,
49752,-15809,-5,
49764,-15806,-2,
49769,-15804,2,
49764,-15802,5,
49790,-15799,9,
49765,-15797,12,
49773,-15792,20,
49761,-15791,24,
49734,-15792,28,
49749,-15791,32,
49756,-15791,35,
49728,-15792,36,
49720,-15793,37,
49699,-15796,37,
49709,-15798,36,
49718,-15799,33,
49686,-15803,28,
49719,-15804,23,
49706,-15807,10,
49695,-15809,3,
49701,-15811,-4,
49697,-15813,-11,
49697,-15814,-18,
49695,-15816,-23,
49700,-15817,-28,
49690,-15819,-32,
49689,-15822,-36,
49715,-15822,-37,
49699,-15823,-38,
49696,-15824,-37,
49710,-15824,-37,
49704,-15825,-36,
49715,-15825,-34,
49713,-15825,-32,
49713,-15825,-28,
49710,-15825,-25,
49716,-15824,-22,
49716,-15824,-20,
49725,-15823,-17,
49731,-15822,-14,
49723,-15822,-11,
49733,-15821,-8,
49732,-15820,-5,
49714,-15820,-3,
49740,-15818,0,
49739,-15817,2,
49753,-15814,7,
49753,-15812,9,
49761,-15810,11,
49776,-15807,14,
49782,-15804,16,
49790,-15800,19,
49797,-15796,22,
49800,-15793,25,
49773,-15788,33,
49770,-15787,37,
49766,-15786,41,
49759,-15785,44,
49750,-15786,47,
49759,-15785,50,
49748,-15785,51,
49739,-15786,51,
49719,-15788,50,
49719,-15790,47,
49706,-15792,43,
49703,-15795,37,
49702,-15800,23,
49712,-15802,15,
49709,-15803,7,
49698,-15805,-1,
49695,-15808,-9,
49704,-15809,-16,
49701,-15811,-22,
49697,-15813,-28,
49697,-15817,-36,
49702,-15818,-39,
49681,-15820,-41,
49678,-15823,-42,
49696,-15824,-42,
49668,-15826,-42,
49688,-15828,-42,
49700,-15828,-42,
49691,-15829,-41,
49691,-15830,-41,
49702,-15831,-40,
49698,-15831,-39,
49714,-15831,-36,
49706,-15831,-35,
49707,-15830,-32,
49723,-15829,-30,
49729,-15828,-27,
49728,-15827,-23,
49727,-15826,-19,
49737,-15824,-15,
49724,-15822,-6,
49734,-15821,-2,
49742,-15819,2,
49743,-15818,6,
49743,-15816,10,
49764,-15813,14,
49783,-15810,17,
49776,-15807,21,
49781,-15800,27,
49773,-15798,30,
49779,-15795,33,
49778,-15793,37,
49764,-15792,40,
49758,-15791,43,
49738,-15791,46,
49728,-15792,48,
49740,-15793,49,
49727,-15794,49,
49712,-15796,48,
49721,-15797,45,
49696,-15802,36,
49701,-15804,30,
49710,-15805,23,
49694,-15808,15,
49715,-15808,7,
49698,-15810,-1,
49688,-15813,-8,
49692,-15815,-15,
49694,-15818,-26,
49698,-15819,-30,
49690,-15821,-33,
49686,-15823,-36,
49671,-15825,-37,
49691,-15827,-38,
49695,-15828,-39,
49691,-15829,-39,
49680,-15831,-39,
49689,-15832,-38,
49697,-15832,-38,
49704,-15832,-37,
49695,-15833,-35,
49693,-15834,-33,
49707,-15834,-32,
49719,-15833,-30,
49712,-15832,-27,
49698,-15832,-25,
49711,-15832,-22,
49709,-15832,-19,
49719,-15830,-13,
49724,-15829,-9,
49721,-15828,-7,
49728,-15827,-4,
49734,-15826,-1,
49728,-15825,2,
49743,-15823,5,
49742,-15821,7,
49766,-15815,13,
49772,-15812,15,
49775,-15808,19,
49771,-15806,22,
49778,-15803,26,
49760,-15801,29,
49752,-15800,33,
49749,-15799,37,
49753,-15798,40,
49738,-15798,43,
49709,-15800,45,
49714,-15802,46,
49715,-15804,43,
49712,-15805,40,
49721,-15806,36,
49704,-15808,31,
49729,-15808,24,
49716,-15808,18,
49703,-15810,11,
49722,-15810,5,
49713,-15812,-7,
49695,-15814,-11,
49703,-15815,-15,
49708,-15816,-17,
49711,-15817,-19,
49708,-15817,-20,
49693,-15819,-21,
49711,-15819,-21,
49719,-15819,-21,
49716,-15819,-21,
49734,-15818,-21,
49718,-15818,-20,
49714,-15820,-19,
49725,-15819,-17,
49723,-15819,-16,
49727,-15818,-14,
49746,-15816,-12,
49734,-15816,-10,
49759,-15813,-7,
49747,-15812,-5,
49751,-15808,1,
49768,-15806,4,
49752,-15805,8,
49763,-15803,11,
49770,-15800,15,
49772,-15798,18,
49774,-15796,22,
49778,-15794,25,
49793,-15788,32,
49809,-15784,35,
49809,-15780,38,
49800,-15778,41,
49803,-15775,44,
49793,-15773,46,
49795,-15771,48,
49779,-15770,51,
49787,-15769,52,
49787,-15768,54,
49762,-15768,55,
49769,-15768,55,
49737,-15771,52,
49750,-15772,49,
49720,-15775,44,
49739,-15777,39,
49743,-15778,33,
49732,-15779,26,
49739,-15780,19,
49739,-15781,12,
49738,-15784,-3,
49735,-15785,-9,
49735,-15786,-14,
49738,-15787,-18,
49732,-15788,-22,
49729,-15789,-24,
49744,-15789,-26,
49747,-15789,-26,
49732,-15790,-26,
49737,-15791,-26,
49746,-15791,-25,
49755,-15790,-24,
49740,-15791,-21,
49745,-15791,-19,
49759,-15790,-17,
49760,-15790,-15,
49758,-15789,-13,
49769,-15788,-11,
49754,-15787,-9,
49758,-15787,-7,
49773,-15784,-2,
49764,-15784,0,
49776,-15782,3,
49771,-15781,6,
49792,-15779,8,
49777,-15778,11,
49797,-15775,13,
49799,-15773,15,
49809,-15770,18,
49812,-15767,21,
49820,-15764,23,
49846,-15759,26,
49825,-15753,33,
49825,-15750,36,
49832,-15747,40,
49824,-15745,44,
49830,-15743,48,
49813,-15742,51,
49805,-15741,54,
49809,-15740,57,
49774,-15743,58,
49787,-15743,57,
49770,-15745,55,
49773,-15746,51,
49756,-15748,46,
