# SEGGER J-Link RTT Viewer V6.16a Terminal Log File
# Compiled: 12:44:10 on Jun  6 2017
# Logging started @ 03 Dec 2018 15:41:29
 0> <info> app: Right Press
 0> <info> app: Left Press
 0> <info> app: BATT Reading...
 0> <info> app: [OK]	Max30102 Already and background working is begin
 0> 
 0> <info> app: [OK]	HR sample count 707
 0> 
 0> Plus Signal 1, 10
 0> Minus Signal -1, 30
 0> plus_index 10, minus_index 30, Peak Index, 10,11,12,13,14,15,16,17,18,19,20,21,22,23,, AVR Peak Index, 16, HR 0, Reject out of 30-180.
 0> Plus Signal 1, 102
 0> Minus Signal -1, 143
 0> plus_index 102, minus_index 143, Peak Index, 113,114,115,, AVR Peak Index, 114, HR 41
 0> Plus Signal 1, 159
 0> Minus Signal -1, 210
 0> plus_index 159, minus_index 210, Peak Index, 195,196,40,
 0> hr,451,77049,95062,3.00,0,-6
 0> hr,452,77066,95052,3.00,0,-16
 0> hr,453,77059,95052,3.00,0,-15
 0> hr,454,77050,95055,3.00,0,-11
 0> hr,455,77053,95053,3.00,0,-13
 0> hr,456,77047,95058,2.00,-1,-7
 0> hr,457,77054,95064,2.00,-1,-1
 0> hr,458,77048,95053,2.00,0,-12
 0> hr,459,77062,95054,2.00,0,-10
 0> hr,460,77056,95056,1.00,0,-8
 0> hr,461,77060,95042,1.00,0,-21
 0> hr,462,77064,95047,1.00,0,-15
 0> hr,463,77070,95054,0.00,0,-7
 0> hr,464,77049,95049,0.00,0,-12
 0> hr,465,77060,95047,0.00,0,-13
 0> hr,466,77061,95047,0.00,0,-13
 0> hr,467,77061,95051,0.00,0,-8
 0> hr,468,77063,95057,-1.00,0,-1
 0> hr,469,77072,95052,-1.00,-1,-6
 0> hr,470,77063,95031,-2.00,0,-27
 0> hr,471,77068,95032,-2.00,-1,-25
 0> hr,472,77046,95045,-2.00,0,-10
 0> hr,473,77056,95035,-3.00,0,-20
 0> hr,474,77074,95044,-3.00,0,-10
 0> hr,475,77065,95031,-4.00,0,-22
 0> hr,476,77071,95041,-4.00,0,-11
 0> hr,477,77068,95051,-5.00,0,-1
 0> hr,478,77070,95049,-5.00,0,-3
 0> hr,479,77066,95043,-6.00,0,-8
 0> hr,480,77059,95060,-6.00,0,8
 0> hr,481,77060,95050,-6.00,0,-1
 0> hr,482,77077,95053,-6.00,0,1
 0> hr,483,77079,95061,-7.00,0,9
 0> hr,484,77073,95034,-7.00,0,-18
 0> hr,485,77070,95049,-7.00,0,-2
 0> hr,486,77078,95050,-7.00,0,-1
 0> hr,487,77071,95047,-7.00,0,-4
 0> hr,488,77070,95046,-7.00,0,-4
 0> hr,489,77076,95036,-7.00,0,-14
 0> hr,490,77070,95046,-7.00,0,-4
 0> hr,491,77070,95051,-7.00,0,1
 0> hr,492,77073,95055,-7.00,0,5
 0> hr,493,77070,95064,-7.00,0,13
 0> hr,494,77069,95054,-7.00,0,3
 0> hr,495,77067,95057,-7.00,0,6
 0> hr,496,77071,95050,-7.00,0,-1
 0> hr,497,77077,95045,-6.00,1,-6
 0> hr,498,77082,95053,-6.00,1,2
 0> hr,499,77067,95056,-6.00,0,4
 0> hr,500,77064,95048,-6.00,0,-3
 0> hr,501,77079,95055,-6.00,0,3
 0> hr,502,77083,95051,-5.00,0,0
 0> hr,503,77074,95062,-5.00,0,10
 0> hr,504,77073,95057,-5.00,0,5
 0> hr,505,77080,95058,-5.00,0,5
 0> hr,506,77064,95070,-4.00,0,17
 0> hr,507,77069,95064,-4.00,0,10
 0> hr,508,77075,95057,-4.00,0,3
 0> hr,509,77072,95068,-3.00,0,14
 0> hr,510,77069,95060,-3.00,0,5
 0> hr,511,77078,95054,-2.00,1,0
 0> hr,512,77081,95057,-2.00,0,2
 0> hr,513,77083,95061,-2.00,0,6
 0> hr,514,77084,95060,-1.00,0,4
 0> hr,515,77071,95059,-1.00,0,3
 0> hr,516,77077,95067,-1.00,0,11
 0> hr,517,77086,95071,0.00,0,14
 0> hr,518,77087,95071,0.00,0,14
 0> hr,519,77087,95063,0.00,0,5
 0> hr,520,77078,95064,0.00,0,6
 0> hr,521,77077,95066,0.00,0,7
 0> hr,522,77089,95067,1.00,0,8
 0> hr,523,77091,95078,1.00,1,18
 0> hr,524,77080,95065,2.00,0,4
 0> hr,525,77083,95062,2.00,0,1
 0> hr,526,77089,95071,2.00,0,10
 0> hr,527,77081,95070,3.00,0,9
 0> hr,528,77083,95075,3.00,0,13
 0> hr,529,77091,95068,3.00,0,5
 0> hr,530,77092,95069,4.00,0,6
 0> hr,531,77087,95074,4.00,0,11
 0> hr,532,77087,95083,4.00,0,19
 0> hr,533,77084,95071,4.00,0,6
 0> hr,534,77087,95070,5.00,0,5
 0> hr,535,77085,95062,5.00,0,-2
 0> hr,536,77102,95057,5.00,0,-7
 0> hr,537,77086,95071,5.00,0,6
 0> hr,538,77082,95064,6.00,0,0
 0> hr,539,77086,95061,6.00,0,-3
 0> hr,540,77082,95043,6.00,0,-21
 0> hr,541,77088,95049,6.00,0,-14
 0> hr,542,77079,95055,6.00,0,-7
 0> hr,543,77093,95064,5.00,0,1
 0> hr,544,77089,95051,5.00,-1,-11
 0> hr,545,77077,95055,5.00,0,-6
 0> hr,546,77085,95054,5.00,0,-7
 0> hr,547,77080,95047,4.00,0,-14
 0> hr,548,77082,95057,4.00,0,-3
 0> hr,549,77081,95045,4.00,0,-15
 0> hr,550,77080,95047,4.00,0,-12
 0> hr,551,77072,95037,3.00,0,-21
 0> hr,552,77079,95050,3.00,0,-7
 0> hr,553,77071,95044,2.00,0,-13
 0> hr,554,77080,95035,2.00,0,-21
 0> hr,555,77084,95035,1.00,0,-20
 0> hr,556,77080,95029,1.00,0,-25
 0> hr,557,77065,95028,0.00,0,-25
 0> hr,558,77076,95042,0.00,0,-10
 0> hr,559,77082,95040,0.00,0,-11
 0> hr,560,77082,95033,-1.00,0,-17
 0> hr,561,77080,95053,-1.00,0,2
 0> hr,562,77081,95054,-2.00,-1,3
 0> hr,563,77094,95047,-3.00,-1,-3
 0> hr,564,77078,95039,-3.00,0,-11
 0> hr,565,77102,95043,-3.00,0,-6
 0> hr,566,77085,95046,-4.00,0,-3
 0> hr,567,77098,95042,-4.00,0,-7
 0> hr,568,77099,95059,-5.00,0,10
 0> hr,569,77081,95046,-5.00,0,-3
 0> hr,570,77089,95034,-5.00,0,-15
 0> hr,571,77093,95030,-5.00,0,-18
 0> hr,572,77084,95032,-6.00,0,-15
 0> hr,573,77090,95016,-6.00,0,-30
 0> hr,574,77084,95040,-6.00,0,-5
 0> hr,575,77093,95027,-6.00,0,-17
 0> hr,576,77088,95031,-7.00,0,-13
 0> hr,577,77091,95039,-7.00,0,-4
 0> hr,578,77081,95038,-7.00,0,-5
 0> hr,579,77092,95037,-8.00,0,-5
 0> hr,580,77087,95034,-8.00,0,-8
 0> hr,581,77087,95049,-8.00,0,6
 0> hr,582,77093,95037,-8.00,0,-5
 0> hr,583,77098,95032,-8.00,0,-10
 0> hr,584,77092,95029,-8.00,0,-12
 0> hr,585,77087,95018,-8.00,0,-23
 0> hr,586,77083,95040,-9.00,-1,0
 0> hr,587,77079,95034,-9.00,-1,-5
 0> hr,588,77086,95033,-9.00,0,-6
 0> hr,589,77084,95030,-9.00,0,-9
 0> hr,590,77074,95041,-9.00,0,2
 0> hr,591,77078,95037,-9.00,0,-1
 0> hr,592,77084,95034,-9.00,0,-4
 0> hr,593,77080,95023,-9.00,0,-15
 0> hr,594,77085,95036,-9.00,0,-1
 0> hr,595,77097,95035,-9.00,0,-2
 0> hr,596,77098,95017,-9.00,0,-20
 0> hr,597,77086,95021,-9.00,0,-15
 0> hr,598,77081,95041,-9.00,0,5
 0> hr,599,77085,95028,-9.00,0,-8
 0> hr,600,77089,95025,-8.00,1,-10
 0> hr,601,77089,95041,-8.00,1,5
 0> hr,602,77094,95026,-8.00,0,-9
 0> hr,603,77080,95034,-8.00,0,0
 0> hr,604,77080,95039,-8.00,0,4
 0> hr,605,77089,95046,-8.00,0,10
 0> hr,606,77101,95050,-8.00,0,14
 0> hr,607,77087,95047,-7.00,0,10
 0> hr,608,77094,95064,-7.00,1,27
 0> hr,609,77093,95056,-7.00,0,17
 0> hr,610,77096,95058,-6.00,0,18
 0> hr,611,77095,95048,-6.00,0,7
 0> hr,612,77104,95057,-5.00,0,16
 0> hr,613,77093,95054,-5.00,0,12
 0> hr,614,77092,95060,-4.00,0,18
 0> hr,615,77099,95060,-3.00,0,17
 0> hr,616,77098,95061,-3.00,0,17
 0> hr,617,77090,95067,-2.00,0,22
 0> hr,618,77105,95070,-1.00,1,24
 0> hr,619,77089,95068,-1.00,0,21
 0> hr,620,77101,95060,0.00,0,12
 0> hr,621,77095,95072,0.00,0,23
 0> hr,622,77095,95069,1.00,0,19
 0> hr,623,77107,95061,1.00,0,10
 0> hr,624,77105,95077,2.00,0,25
 0> hr,625,77107,95073,3.00,0,20
 0> hr,626,77107,95076,4.00,1,22
 0> hr,627,77094,95069,4.00,0,14
 0> hr,628,77107,95066,5.00,1,10
 0> hr,629,77102,95073,6.00,1,17
 0> hr,630,77093,95069,6.00,0,12
 0> hr,631,77102,95069,7.00,1,11
 0> hr,632,77099,95052,8.00,1,-5
 0> hr,633,77094,95045,8.00,1,-12
 0> hr,634,77100,95056,9.00,1,-1
 0> hr,635,77108,95052,9.00,1,-4
 0> hr,636,77091,95061,9.00,1,4
 0> hr,637,77093,95056,9.00,1,0
 0> hr,638,77087,95057,9.00,1,0
 0> hr,639,77093,95059,9.00,1,2
 0> hr,640,77088,95049,10.00,1,-7
 0> hr,641,77091,95048,9.00,1,-8
 0> hr,642,77104,95052,9.00,1,-4
 0> hr,643,77102,95071,9.00,1,15
 0> hr,644,77097,95051,9.00,1,-5
 0> hr,645,77097,95049,9.00,1,-7
 0> hr,646,77089,95036,9.00,1,-20
 0> hr,647,77104,95046,9.00,1,-9
 0> hr,648,77105,95046,8.00,1,-8
 0> hr,649,77099,95039,8.00,1,-15
 0> hr,650,77101,95034,7.00,0,-19
 0> hr,651,77105,95036,7.00,0,-16
 0> hr,652,77091,95047,6.00,-1,-4
 0> hr,653,77090,95044,6.00,-1,-7
 0> hr,654,77086,95036,5.00,0,-15
 0> hr,655,77098,95034,5.00,0,-16
 0> hr,656,77103,95029,4.00,0,-20
 0> hr,657,77096,95043,3.00,0,-5
 0> hr,658,77090,95039,3.00,-1,-9
 0> hr,659,77096,95025,2.00,0,-22
 0> hr,660,77105,95032,2.00,0,-14
 0> hr,661,77099,95052,1.00,0,6
 0> hr,662,77102,95032,0.00,0,-14
 0> hr,663,77097,95039,0.00,-1,-6
 0> hr,664,77092,95038,0.00,0,-7
 0> hr,665,77104,95039,0.00,0,-5
 0> hr,666,77096,95031,-1.00,0,-13
 0> hr,667,77106,95039,-1.00,0,-4
 0> hr,668,77105,95040,-2.00,0,-3
 0> hr,669,77099,95048,-2.00,0,4
 0> hr,670,77102,95043,-3.00,0,0
 0> hr,671,77114,95043,-3.00,0,0
 0> hr,672,77104,95038,-3.00,0,-5
 0> hr,673,77096,95049,-4.00,0,5
 0> hr,674,77106,95037,-4.00,0,-6
 0> hr,675,77095,95043,-4.00,0,0
 0> hr,676,77108,95042,-4.00,0,-1
 0> hr,677,77101,95039,-4.00,0,-4
 0> hr,678,77093,95042,-4.00,0,0
 0> hr,679,77100,95029,-5.00,-1,-13
 0> hr,680,77105,95039,-5.00,-1,-3
 0> hr,681,77114,95045,-5.00,0,2
 0> hr,682,77102,95052,-5.00,0,9
 0> hr,683,77105,95046,-5.00,0,3
 0> hr,684,77109,95046,-5.00,0,3
 0> hr,685,77095,95046,-5.00,0,2
 0> hr,686,77101,95046,-5.00,0,2
 0> hr,687,77095,95053,-5.00,0,9
 0> hr,688,77111,95035,-4.00,1,-8
 0> hr,689,77101,95038,-4.00,1,-5
 0> hr,690,77094,95037,-4.00,0,-6
 0> hr,691,77099,95058,-4.00,0,15
 0> hr,692,77112,95053,-4.00,0,9
 0> hr,693,77103,95045,-4.00,0,0
 0> hr,694,77110,95043,-4.00,0,-1
 0> hr,695,77093,95051,-3.00,0,6
 0> hr,696,77096,95053,-3.00,1,8
 0> hr,697,77102,95057,-3.00,0,12
 0> hr,698,77113,95050,-3.00,0,4
 0> hr,699,77097,95047,-2.00,0,1
 0> hr,700,77102,95047,-2.00,0,1
 0> hr,701,77103,95049,-2.00,0,3
 0> hr,702,77092,95045,-2.00,0,0
 0> hr,703,77112,95035,-1.00,0,-10
 0> hr,704,77107,95054,-1.00,0,8
 0> hr,705,77097,95056,-1.00,0,10
 0> hr,706,77106,95055,-1.00,0,8<info> app: .
 0> <info> app: [OK]	HR has been calculated 200435
 0> 
 0> Plus Signal 1, 10
 0> Minus Signal -1, 30
 0> Plus Signal 1, 102
 0> Minus Signal -1, 143
 0> Plus Signal 1, 159
 0> Minus Signal -1, 210
 0> Plus Signal 1, 260
 0> Minus Signal -1, 287
 0> Plus Signal 1, 497
 0> Minus Signal -1, 544
 0> Plus Signal 1, 600
 0> Minus Signal -1, 652
 0> Plus Signal 1, 688<info> app: Peak Index,
 0> ,17,103,190,270,532,624<info> app: ,END Peak Index,
 0> <info> app: HR,
 0> ,83,82,90,27,78<info> app: ,END HR,
 0> <info> app: [OK]	LED Power 95
 0> <info> app: [OK]	HR Background stop
 0> <info> app: [OK]	FLASH MEMORY
 0> <info> app: ^
 0> <info> app: HR A
 0> <info> app: HR C
 0> <info> app: HR D
 0> <info> app: Show HR Result
 0> <info> app: BATT Reading...
 0> <info> app: BATT Reading...

# Logging stopped @ 03 Dec 2018 15:41:55
